config,mpxi_windowed_active_mean,cnr_sector_mean,aperture_diam_mm
mobo_0283_ap0.4144_nap238_nd1_660_nd2_180_d2_452_d3_618,2.420973298880276,2.5892847975095115,0.4143912854826994
mobo_0284_ap0.3321_nap270_nd1_586_nd2_180_d2_435_d3_618,2.5786232680888497,3.0501057505607605,0.3320595629466485
mobo_0285_ap0.4695_nap219_nd1_660_nd2_180_d2_459_d3_618,2.0856395728916977,2.5377161304155984,0.469532520867817
mobo_0286_ap0.2380_nap221_nd1_624_nd2_960_d2_399_d3_521,2.2523294819232205,4.160638968149821,0.2379642968248858
mobo_0287_ap0.2013_nap236_nd1_660_nd2_834_d2_399_d3_618,2.542243262927895,2.9654301007588706,0.2013160732722052
mobo_0288_ap0.2000_nap270_nd1_566_nd2_180_d2_360_d3_618,3.338621110433191,2.7335026264190674,0.2
mobo_0289_ap0.2335_nap270_nd1_660_nd2_180_d2_325_d3_618,2.64618908788005,3.108581085999807,0.2334565844024817
mobo_0290_ap0.2158_nap270_nd1_660_nd2_180_d2_375_d3_618,2.968962755306368,2.775372346242269,0.2157756564568798
mobo_0291_ap0.2076_nap215_nd1_546_nd2_388_d2_351_d3_491,2.425311203319502,3.70821750164032,0.2076375022187303
mobo_0292_ap0.2000_nap270_nd1_394_nd2_180_d2_374_d3_618,3.493220338983051,2.583113372325897,0.2
mobo_0293_ap0.3479_nap216_nd1_660_nd2_960_d2_421_d3_506,2.177728013029316,4.054314057032268,0.3478577495357793
mobo_0294_ap0.2593_nap270_nd1_602_nd2_180_d2_418_d3_618,2.6963203463203462,3.1979102293650308,0.2592647534948873
mobo_0295_ap0.3485_nap235_nd1_660_nd2_960_d2_435_d3_534,2.295366043613708,3.233437498410543,0.3484798679881294
mobo_0296_ap0.2718_nap211_nd1_582_nd2_960_d2_393_d3_492,2.010393315671489,4.768619259198506,0.2717795628467184
mobo_0297_ap0.3834_nap270_nd1_456_nd2_180_d2_447_d3_618,2.7088770053475937,2.4272402922312417,0.3833613952942083
mobo_0298_ap0.3414_nap270_nd1_576_nd2_960_d2_433_d3_467,2.3330640274691983,3.3823785185813904,0.3413941168301209
mobo_0299_ap0.3524_nap189_nd1_660_nd2_960_d2_401_d3_488,2.023202389156903,4.081429839134216,0.3524158483057437
mobo_0300_ap0.2238_nap227_nd1_534_nd2_910_d2_360_d3_479,2.494714986787467,3.755176782608032,0.2237847847462329
mobo_0301_ap0.2473_nap214_nd1_564_nd2_832_d2_329_d3_484,2.142798184069336,4.198671698570252,0.2472591840228204
mobo_0302_ap0.5007_nap214_nd1_660_nd2_180_d2_449_d3_618,1.9751442521083,2.4109923243522644,0.5006744229563844
mobo_0303_ap0.2000_nap270_nd1_120_nd2_180_d2_368_d3_618,3.748953001395998,1.781150410572688,0.2
mobo_0304_ap0.3924_nap258_nd1_660_nd2_180_d2_440_d3_618,2.5307905391007885,2.610724627971649,0.3924264303197872
mobo_0305_ap0.2885_nap270_nd1_644_nd2_180_d2_418_d3_618,2.5887810140237324,3.281393567721049,0.2885385127431387
mobo_0306_ap0.4299_nap169_nd1_660_nd2_180_d2_443_d3_618,1.870043000477783,2.994765063126882,0.4298892831579039
mobo_0307_ap0.3414_nap263_nd1_660_nd2_180_d2_436_d3_618,2.4456855015330707,2.969793975353241,0.341368590378061
mobo_0308_ap0.2114_nap270_nd1_586_nd2_180_d2_406_d3_618,3.1936612471701995,2.8773643175760903,0.2113533231473827
mobo_0309_ap0.2168_nap225_nd1_502_nd2_180_d2_394_d3_528,2.474232887490165,3.482309778531393,0.2167825625168561
mobo_0310_ap0.2326_nap270_nd1_656_nd2_180_d2_438_d3_618,2.833851897946484,3.151331861813864,0.2325998330259288
mobo_0311_ap0.5958_nap214_nd1_660_nd2_180_d2_480_d3_618,1.6109302325581396,1.991977572441101,0.5958203359634755
mobo_0312_ap0.2000_nap270_nd1_498_nd2_180_d2_412_d3_618,3.469879518072289,2.599356253941854,0.2
mobo_0313_ap0.2900_nap198_nd1_512_nd2_960_d2_414_d3_478,1.9128622055451323,4.665444731712341,0.2900487845089346
mobo_0314_ap0.3814_nap270_nd1_546_nd2_180_d2_441_d3_618,2.656020172305106,2.614558597405752,0.3814446725145102
mobo_0315_ap0.3068_nap203_nd1_614_nd2_960_d2_408_d3_478,1.9729265148259565,4.456742604573567,0.3067755042373524
mobo_0316_ap0.2045_nap223_nd1_660_nd2_810_d2_320_d3_459,2.139140717382736,3.471375048160553,0.2045266125375528
mobo_0317_ap0.2458_nap214_nd1_480_nd2_946_d2_375_d3_489,2.283242612752721,3.9734102487564087,0.2458197442612453
mobo_0318_ap0.4146_nap176_nd1_660_nd2_180_d2_426_d3_534,1.8461186168994728,3.133126974105835,0.4145945482193154
mobo_0319_ap0.3299_nap246_nd1_616_nd2_960_d2_393_d3_479,2.2562734637423434,3.4755589167277017,0.3298903060470132
mobo_0320_ap0.3769_nap191_nd1_660_nd2_960_d2_414_d3_519,1.92940414507772,3.831061323483785,0.3769165273423924
mobo_0321_ap0.2650_nap217_nd1_604_nd2_180_d2_423_d3_554,2.0472902280811884,4.297200123469035,0.2649671196989726
mobo_0322_ap0.4384_nap224_nd1_660_nd2_180_d2_440_d3_618,2.227359088030399,2.5754934350649514,0.4384048208795593
